Campaign Name,Audience,Version,Subject Line,Deployment Date,Unique Emails Delivered,Unique Emails Opened,Unique Clickers,Open Rate,Click Rate,Click To Open Rate,Unsub Rate
QJ_BRX Beta side Launch,OW_AB3_ALL,SPR_NEL_ALL,,11/14/2014,437,105,18,0.2403,0.0412,0.17142857,0
QJ_BRX Beta side Launch,OW_AB3_ALL,TMB_NEL_ALL,,11/14/2014,399,67,12,0.1679,0.0301,0.17910447,0
QJ_BRX Beta side Launch,OW_AB3_ALL,VZN_NEL_ALL,,1/8/2015,222,47,9,0.2117,0.0405,0.19148936,0.0213
QJ_BRX Beta side Launch,OW_AB4_ALL,VZN_NEL_ALL,,1/8/2015,278,51,5,0.1835,0.018,0.09803921,0
QJ_BRX Beta side Launch,OW_AC5_ALL,SPR_NEL_ALL,,11/14/2014,143,21,2,0.1469,0.014,0.09523809,0
QJ_BRX Beta side Launch,OW_X2_ALL,SPR_NEL_Beta,,11/14/2014,97,37,10,0.3814,0.1031,0.27027027,0.027
QJ_BRX Beta side Launch,OW_X2_ALL,TMB_NEL_Beta,,11/14/2014,116,32,12,0.2759,0.1034,0.375,0
QJ_BRX Beta side Launch,X4_Group1S_BRX,GEN_NEL_ALL,,1/8/2015,147,54,19,0.3673,0.1293,0.35185185,0.037
QX_BRX App Video ad hoc,Generic,MVIDEO_MUSIC,S4,12/12/2014,361,59,4,0.1634,0.0111,0.06779661,0.0169
QX_BRX App Video ad hoc,Generic,MVIDEO_SHOP,S4,12/12/2014,387,64,5,0.1654,0.0129,0.078125,0
QX_BRX App Video ad hoc,Music,MVIDEO_MUSIC,S4,12/12/2014,275,53,3,0.1927,0.0109,0.05660377,0.0189
QX_BRX App Video ad hoc,Music_def,MVIDEO_DEFAULT,S5,12/12/2014,80,16,2,0.2,0.025,0.125,0
RB_BRX Group2 Holiday Email,OW_AB3_ALL,HOL_ALL,,12/23/2014,1555,203,32,0.1305,0.0206,0.15763547,0.0148
RB_BRX Group2 Holiday Email,OW_AB4_ALL,HOL_ALL,,12/23/2014,1315,148,16,0.1125,0.0122,0.10810811,0
RB_BRX Group2 Holiday Email,OW_AC5_ALL,HOL_ALL,,12/23/2014,1305,160,20,0.1226,0.0153,0.125,0.0063
RB_BRX Group2 Holiday Email,QWE_ALL,HOL_ALL,,12/23/2014,2045,330,42,0.1614,0.0205,0.12727273,0.0061
RC_BRX BBY Tablet M Offer,OW_AB3_ALL,TSOF_ALL,,12/30/2014,1507,211,13,0.14,0.0086,0.06161137,0.019
RC_BRX BBY Tablet M Offer,OW_AB4_ALL,TSOF_ALL,,12/30/2014,1288,171,14,0.1328,0.0109,0.08187134,0
RC_BRX BBY Tablet M Offer,OW_FP_ALL,TSOF_ALL,,12/30/2014,267,45,4,0.1685,0.015,0.08888889,0
RC_BRX BBY Tablet M Offer,OW_SMART_ALL,TSOF_ALL,,12/30/2014,696,74,6,0.1063,0.0086,0.08108107,0
RC_BRX BBY Tablet M Offer,OW_TAB_9p,TSOF_ALL,,12/30/2014,1226,171,27,0.1395,0.022,0.15789473,0.0117
TA_BRX Retention,,AC5_X4_1_11,S3,2/20/2015,802,219,38,0.2731,0.0474,0.17351598,0.0046
TA_BRX Retention,,AC5_X4_1_11,S3,2/23/2015,1243,78,14,0.0628,0.0113,0.17948718,0.0128
TA_BRX Retention,,AC5_X4_1_15,S3,2/23/2015,878,48,5,0.0547,0.0057,0.10416665,0
TA_BRX Retention,,AC5_X4_2_12,,2/25/2015,870,169,11,0.1943,0.0126,0.06508876,0.0178
TA_BRX Retention,,AC5_X4_2_12,,2/28/2015,1236,40,4,0.0324,0.0032,0.09999997,0.025
TA_BRX Retention,,AC5_X4_2_15,,3/2/2015,881,31,4,0.0352,0.0045,0.12903226,0
TA_BRX Retention,,AC5_X4_3_12_ATT,,3/6/2015,188,5,0,0.0266,0,0,0
TA_BRX Retention,,AC5_X4_3_15_ATT,,3/9/2015,123,3,1,0.0244,0.0081,0.33333333,0
TA_BRX Retention,,X4_AC5_1_11,S2,2/19/2015,28,10,0,0.3571,0,0,0
TA_BRX Retention,,X4_AC5_1_11,S3,2/23/2015,177,13,4,0.0734,0.0226,0.30769231,0
TA_BRX Retention,,X4_AC5_1_15,S3,2/23/2015,118,10,3,0.0847,0.0254,0.29999999,0
TB_BRX OH Announcement,NON_SMART,AH_OH_ANNOUNCE_NON,S6,3/17/2015,549,99,6,0.1803,0.0109,0.06060606,0
TB_BRX OH Announcement,NON_SMART,AH_OH_ANNOUNCE_NON,S6,3/23/2015,3431,442,43,0.1288,0.0125,0.09728507,0.0068
TC_BRX App Music,NEW_BRX_ALL,V3,S4,2/27/2015,5437,855,88,0.1573,0.0162,0.10292397,0.0082
TD_BRX Group2s Stories,AB3AB4_ALL,AH_Group2_STORIES,S2,3/11/2015,78,11,0,0.141,0,0,0
TD_BRX Group2s Stories,Beta4_ALL,AH_Group2_STORIES,S3,3/18/2015,333,63,5,0.1892,0.015,0.07936508,0.0159
TD_BRX Group2s Stories,TAB_ALL,AH_Group2_STORIES,S2,3/11/2015,44,3,0,0.0682,0,0,0
TE_BRX App Video Refresh,Cooking,MVIDEO_GENERIC,S3,3/20/2015,57,7,2,0.1228,0.0351,0.28571428,0
TE_BRX App Video Refresh,Generic,MVIDEO_GENERIC,S3,3/20/2015,2491,348,18,0.1397,0.0072,0.05172413,0.0086
TE_BRX App Video Refresh,Generic,MVIDEO_GENERIC_OS,S3,3/20/2015,2383,344,10,0.1444,0.0042,0.02906977,0.0058
TG_BRX Alpha S 6 Preorder,Likely Upgrader,UPGRADE_TMO,S1,3/30/2015,733,164,34,0.2237,0.0464,0.20731707,0.0061
TG_BRX Alpha S 6 Preorder,QWE New 0-6,QWE_CONV,S4,4/1/2015,326,14,0,0.0429,0,0,0
TG_BRX Alpha S 6 Preorder,Tab Non Phone,QWE_CONV,S4,4/1/2015,3150,343,40,0.1089,0.0127,0.11661807,0.0058
TG_BRX Alpha S 6 Preorder,Top Black Friday Model Propensity,QWE_CONV,S4,4/1/2015,1160,171,27,0.1474,0.0233,0.15789474,0
TG_BRX Alpha S 6 Preorder,Top Black Friday Model Propensity,QWE_CONV,S7,4/6/2015,716,62,6,0.0866,0.0084,0.09677419,0
TG_BRX Alpha S 6 Preorder,Win Inactive A,UPGRADE_GEN,S3,4/1/2015,28,3,1,0.1071,0.0357,0.33333333,0
TG_BRX Alpha S 6 Preorder,Win Inactive B,UPGRADE_ATT,S2,3/30/2015,322,20,5,0.0621,0.0155,0.25,0
TG_BRX Alpha S 6 Preorder,Win Inactive B,UPGRADE_GEN,S3,4/1/2015,159,7,5,0.044,0.0314,0.7142857,0
TG_BRX Alpha S 6 Preorder,Win Inactive B,UPGRADE_TMO,S2,3/30/2015,718,28,7,0.039,0.0097,0.24999999,0
TG_BRX Alpha S 6 Preorder,Win Inactive B,UPGRADE_VZN,S2,4/1/2015,371,13,4,0.035,0.0108,0.30769231,0.0769
TP_BRX Project Nil Prelaunch,Active Early Adopter,PL_TMO,,4/6/2015,43,1,0,0.0233,0,0,0
TP_BRX Project Nil Prelaunch,Likely Upgrader,PL_ATT,S1,4/2/2015,604,135,16,0.2235,0.0265,0.11851852,0
TP_BRX Project Nil Prelaunch,Nil Handraisers Next 12,PL_ATT,S1,4/2/2015,1,1,0,1,0,0,0
TP_BRX Project Nil Prelaunch,Win Inactive B,PL_TMO,S1,4/2/2015,73,6,1,0.0822,0.0137,0.16666667,0
TQ_BRX Project Nil Launch,Inactive Early Adopter,LA_ATT,S1,4/10/2015,25,0,0,0,0,0,0
TQ_BRX Project Nil Launch,Likely Upgraders,T2_SPR,S7,4/21/2015,345,47,6,0.1362,0.0174,0.12765957,0
TQ_BRX Project Nil Launch,Mid Inactive B,LA_GEN,S2,4/10/2015,470,17,8,0.0362,0.017,0.47058823,0.1176
TQ_BRX Project Nil Launch,Mid Inactive C,LA_ATT,S1,4/10/2015,251,11,1,0.0438,0.004,0.09090907,0
TQ_BRX Project Nil Launch,Mid Inactive C,LA_GEN,S2,4/10/2015,1320,40,12,0.0303,0.0091,0.3,0.025
TQ_BRX Project Nil Launch,Mid Inactive C,LA_SPR,S1,4/10/2015,237,5,0,0.0211,0,0,0
TQ_BRX Project Nil Launch,Mid Inactive C,LA_TMO,S1,4/10/2015,334,13,4,0.0389,0.012,0.30769229,0
TQ_BRX Project Nil Launch,Mid Inactive C,T2_GEN,S7,4/21/2015,140,18,3,0.1286,0.0214,0.16666666,0
TQ_BRX Project Nil Launch,Mid Inactive C_Control,LA_TMO,S1,4/10/2015,15,0,0,0,0,0,0
TQ_BRX Project Nil Launch,QWE Computing Registrants,LA_GEN,S2,4/10/2015,7,1,0,0.1429,0,0,0
TQ_BRX Project Nil Launch,QWE Inactive Prev Open,LA_GEN,S2,4/10/2015,73,3,0,0.0411,0,0,0
TQ_BRX Project Nil Launch,QWE New 0-6,LA_GEN,S2,4/10/2015,344,16,7,0.0465,0.0203,0.4375,0
TQ_BRX Project Nil Launch,QWE Other Registrants,LA_GEN,S2,4/10/2015,2206,207,25,0.0938,0.0113,0.12077294,0.0097
TQ_BRX Project Nil Launch,Recent Buyer,LA_TMO,S1,4/10/2015,251,34,7,0.1355,0.0279,0.20588235,0
TQ_BRX Project Nil Launch,Recent Buyer,T2_TMO,S7,4/21/2015,166,15,3,0.0904,0.0181,0.2,0
TQ_BRX Project Nil Launch,Tab Non Phone,LA_GEN,S2,4/10/2015,1708,253,54,0.1481,0.0316,0.21343874,0.0079
TQ_BRX Project Nil Launch,Top Black Friday Model Propensity,LA_GEN,S2,4/10/2015,2793,320,60,0.1146,0.0215,0.1875,0.0125
TQ_BRX Project Nil Launch,Top Black Friday Model Propensity,T2_GEN,S7,4/22/2015,450,115,8,0.2556,0.0178,0.06956521,0.0087
TQ_BRX Project Nil Launch,Win Inactive A,LA_SPR,S1,4/10/2015,136,5,2,0.0368,0.0147,0.4,0
TQ_BRX Project Nil Launch,Win Inactive A,LA_TMO,S1,4/10/2015,111,1,0,0.009,0,0,0
TQ_BRX Project Nil Launch,Win Inactive B,LA_SPR,S1,4/10/2015,610,20,6,0.0328,0.0098,0.29999998,0.15
TQ_BRX Project Nil Launch,Win Inactive B,LA_TMO,S1,4/10/2015,656,26,6,0.0396,0.0091,0.23076922,0
